
 VCS Coverage Metrics Release U-2023.03_Full64 Copyright (c) 1991-2023 by Synopsys Inc.
[PASS] seq=crv_seq_7                              cyc=12 op=RK_BYPASS_RS1    rs1=22 rs2=9 wb_write=1 wb_rd=22 wb_data=0x0027ecc6 -> rs1_data=0x0027ecc6 rs2_data=0xe8a923b6
[PASS] seq=crv_seq_7                              cyc=13 op=RK_X0_ACCESS     rs1=3 rs2=24 wb_write=1 wb_rd=0 wb_data=0x90d1b74d -> rs1_data=0x30818636 rs2_data=0x7fba4fb1
[PASS] seq=crv_seq_7                              cyc=14 op=RK_RANDOM        rs1=7 rs2=29 wb_write=0 wb_rd=4 wb_data=0x766d709f -> rs1_data=0x44c632df rs2_data=0x82bc2992
[PASS] seq=crv_seq_7                              cyc=15 op=RK_X0_ACCESS     rs1=12 rs2=4 wb_write=1 wb_rd=0 wb_data=0x5071540c -> rs1_data=0xa0783dc0 rs2_data=0x34f01267
[PASS] seq=crv_seq_7                              cyc=16 op=RK_RANDOM        rs1=21 rs2=8 wb_write=1 wb_rd=29 wb_data=0x861c3b1f -> rs1_data=0x27d85d73 rs2_data=0xc505555f
[PASS] seq=crv_seq_7                              cyc=17 op=RK_RANDOM        rs1=20 rs2=17 wb_write=1 wb_rd=31 wb_data=0xcdcf5352 -> rs1_data=0x73b630e0 rs2_data=0x28d2e923
[PASS] seq=crv_seq_7                              cyc=18 op=RK_BYPASS_RS1    rs1=26 rs2=5 wb_write=1 wb_rd=26 wb_data=0xabe4ac3b -> rs1_data=0xabe4ac3b rs2_data=0xa58c47c0
[PASS] seq=crv_seq_7                              cyc=19 op=RK_BYPASS_RS1    rs1=9 rs2=11 wb_write=1 wb_rd=9 wb_data=0x4735d246 -> rs1_data=0x4735d246 rs2_data=0x5502ee8a
[PASS] seq=crv_seq_7                              cyc=20 op=RK_NO_WRITE_READ rs1=19 rs2=0 wb_write=0 wb_rd=2 wb_data=0xbffa0b41 -> rs1_data=0xaf87f0d2 rs2_data=0x00000000
[PASS] seq=crv_seq_7                              cyc=21 op=RK_BYPASS_RS1    rs1=20 rs2=13 wb_write=1 wb_rd=20 wb_data=0x460ceaa7 -> rs1_data=0x460ceaa7 rs2_data=0x7623c820
[PASS] seq=crv_seq_7                              cyc=22 op=RK_NO_WRITE_READ rs1=27 rs2=11 wb_write=0 wb_rd=2 wb_data=0x428296fa -> rs1_data=0xbd652d2b rs2_data=0x5502ee8a
[PASS] seq=crv_seq_7                              cyc=23 op=RK_X0_ACCESS     rs1=18 rs2=15 wb_write=1 wb_rd=0 wb_data=0x55195605 -> rs1_data=0x9efc73f9 rs2_data=0x4319bd21
[PASS] seq=crv_seq_7                              cyc=24 op=RK_BYPASS_RS2    rs1=22 rs2=5 wb_write=1 wb_rd=5 wb_data=0xe8bbb506 -> rs1_data=0x0027ecc6 rs2_data=0xe8bbb506
[PASS] seq=crv_seq_7                              cyc=25 op=RK_X0_ACCESS     rs1=31 rs2=2 wb_write=1 wb_rd=0 wb_data=0xcb547079 -> rs1_data=0xcdcf5352 rs2_data=0xacf5a2b6
[PASS] seq=crv_seq_7                              cyc=26 op=RK_BYPASS_RS1    rs1=21 rs2=10 wb_write=1 wb_rd=21 wb_data=0xe960172b -> rs1_data=0xe960172b rs2_data=0x4fc1215b
[PASS] seq=crv_seq_7                              cyc=27 op=RK_BYPASS_BOTH   rs1=18 rs2=18 wb_write=1 wb_rd=18 wb_data=0x696b57b5 -> rs1_data=0x696b57b5 rs2_data=0x696b57b5
[PASS] seq=crv_seq_7                              cyc=28 op=RK_BYPASS_RS1    rs1=11 rs2=5 wb_write=1 wb_rd=11 wb_data=0xfe409603 -> rs1_data=0xfe409603 rs2_data=0xe8bbb506
[PASS] seq=crv_seq_7                              cyc=29 op=RK_X0_ACCESS     rs1=28 rs2=0 wb_write=1 wb_rd=0 wb_data=0x0cc14498 -> rs1_data=0xea3b32e2 rs2_data=0x00000000
[PASS] seq=crv_seq_7                              cyc=30 op=RK_X0_ACCESS     rs1=17 rs2=28 wb_write=1 wb_rd=0 wb_data=0xb59efa45 -> rs1_data=0x28d2e923 rs2_data=0xea3b32e2
[PASS] seq=crv_seq_7                              cyc=31 op=RK_BYPASS_RS2    rs1=26 rs2=13 wb_write=1 wb_rd=13 wb_data=0x48475b9f -> rs1_data=0xabe4ac3b rs2_data=0x48475b9f
[PASS] seq=crv_seq_7                              cyc=32 op=RK_BYPASS_RS2    rs1=31 rs2=24 wb_write=1 wb_rd=24 wb_data=0xc0e23b4f -> rs1_data=0xcdcf5352 rs2_data=0xc0e23b4f
[PASS] seq=crv_seq_7                              cyc=33 op=RK_NO_WRITE_READ rs1=1 rs2=4 wb_write=0 wb_rd=18 wb_data=0x22bd8b4f -> rs1_data=0xff2f4ed3 rs2_data=0x34f01267
[PASS] seq=crv_seq_7                              cyc=34 op=RK_X0_ACCESS     rs1=8 rs2=9 wb_write=1 wb_rd=0 wb_data=0x6ede3ffd -> rs1_data=0xc505555f rs2_data=0x4735d246
[PASS] seq=crv_seq_7                              cyc=35 op=RK_BYPASS_RS2    rs1=8 rs2=26 wb_write=1 wb_rd=26 wb_data=0x09529125 -> rs1_data=0xc505555f rs2_data=0x09529125
[PASS] seq=crv_seq_7                              cyc=36 op=RK_BYPASS_BOTH   rs1=10 rs2=10 wb_write=1 wb_rd=10 wb_data=0xbb6c8180 -> rs1_data=0xbb6c8180 rs2_data=0xbb6c8180
[PASS] seq=crv_seq_7                              cyc=37 op=RK_BYPASS_RS2    rs1=15 rs2=2 wb_write=1 wb_rd=2 wb_data=0x567a6a79 -> rs1_data=0x4319bd21 rs2_data=0x567a6a79
[PASS] seq=crv_seq_7                              cyc=38 op=RK_BYPASS_BOTH   rs1=12 rs2=12 wb_write=1 wb_rd=12 wb_data=0xf0ef7941 -> rs1_data=0xf0ef7941 rs2_data=0xf0ef7941
[PASS] seq=crv_seq_7                              cyc=39 op=RK_BYPASS_RS2    rs1=27 rs2=30 wb_write=1 wb_rd=30 wb_data=0xe69aaa89 -> rs1_data=0xbd652d2b rs2_data=0xe69aaa89
[PASS] seq=crv_seq_7                              cyc=40 op=RK_X0_ACCESS     rs1=30 rs2=1 wb_write=1 wb_rd=0 wb_data=0xb82e6ab3 -> rs1_data=0xe69aaa89 rs2_data=0xff2f4ed3
[PASS] seq=crv_seq_7                              cyc=41 op=RK_X0_ACCESS     rs1=17 rs2=26 wb_write=1 wb_rd=0 wb_data=0x4d6e662d -> rs1_data=0x28d2e923 rs2_data=0x09529125
[PASS] seq=crv_seq_7                              cyc=42 op=RK_RANDOM        rs1=11 rs2=4 wb_write=1 wb_rd=29 wb_data=0xde26bffd -> rs1_data=0xfe409603 rs2_data=0x34f01267
[PASS] seq=crv_seq_7                              cyc=43 op=RK_X0_ACCESS     rs1=6 rs2=10 wb_write=1 wb_rd=0 wb_data=0xe4409ece -> rs1_data=0x16455c72 rs2_data=0xbb6c8180
[PASS] seq=crv_seq_7                              cyc=44 op=RK_BYPASS_RS1    rs1=9 rs2=23 wb_write=1 wb_rd=9 wb_data=0x7ca01f6f -> rs1_data=0x7ca01f6f rs2_data=0xa443810c
[PASS] seq=crv_seq_7                              cyc=45 op=RK_NO_WRITE_READ rs1=13 rs2=11 wb_write=0 wb_rd=21 wb_data=0x678dad65 -> rs1_data=0x48475b9f rs2_data=0xfe409603
[PASS] seq=crv_seq_7                              cyc=46 op=RK_BYPASS_RS2    rs1=3 rs2=7 wb_write=1 wb_rd=7 wb_data=0x305e6a5d -> rs1_data=0x30818636 rs2_data=0x305e6a5d
[PASS] seq=crv_seq_7                              cyc=47 op=RK_PLAIN_WRITE   rs1=27 rs2=0 wb_write=1 wb_rd=11 wb_data=0x4c7aaa21 -> rs1_data=0xbd652d2b rs2_data=0x00000000
[PASS] seq=crv_seq_7                              cyc=48 op=RK_X0_ACCESS     rs1=16 rs2=14 wb_write=1 wb_rd=0 wb_data=0x835e23ed -> rs1_data=0x18fee21f rs2_data=0x961418b5
[PASS] seq=crv_seq_7                              cyc=49 op=RK_BYPASS_BOTH   rs1=25 rs2=25 wb_write=1 wb_rd=25 wb_data=0x7419cd89 -> rs1_data=0x7419cd89 rs2_data=0x7419cd89
[PASS] seq=crv_seq_7                              cyc=50 op=RK_BYPASS_RS1    rs1=30 rs2=22 wb_write=1 wb_rd=30 wb_data=0xa8558c3d -> rs1_data=0xa8558c3d rs2_data=0x0027ecc6
[PASS] seq=crv_seq_7                              cyc=51 op=RK_BYPASS_RS1    rs1=7 rs2=11 wb_write=1 wb_rd=7 wb_data=0x7590e1d5 -> rs1_data=0x7590e1d5 rs2_data=0x4c7aaa21
[PASS] seq=crv_seq_7                              cyc=52 op=RK_BYPASS_RS2    rs1=17 rs2=30 wb_write=1 wb_rd=30 wb_data=0x8085b60d -> rs1_data=0x28d2e923 rs2_data=0x8085b60d
[PASS] seq=crv_seq_7                              cyc=53 op=RK_BYPASS_RS2    rs1=14 rs2=4 wb_write=1 wb_rd=4 wb_data=0x1ef37349 -> rs1_data=0x961418b5 rs2_data=0x1ef37349
[PASS] seq=crv_seq_7                              cyc=54 op=RK_BYPASS_RS1    rs1=24 rs2=0 wb_write=1 wb_rd=24 wb_data=0xa2290272 -> rs1_data=0xa2290272 rs2_data=0x00000000
[PASS] seq=crv_seq_7                              cyc=55 op=RK_BYPASS_RS1    rs1=27 rs2=18 wb_write=1 wb_rd=27 wb_data=0x7f1e56bb -> rs1_data=0x7f1e56bb rs2_data=0x696b57b5
[PASS] seq=crv_seq_7                              cyc=56 op=RK_BYPASS_RS1    rs1=18 rs2=11 wb_write=1 wb_rd=18 wb_data=0x5a855e5d -> rs1_data=0x5a855e5d rs2_data=0x4c7aaa21
[PASS] seq=crv_seq_7                              cyc=57 op=RK_BYPASS_RS1    rs1=28 rs2=8 wb_write=1 wb_rd=28 wb_data=0xd886fa81 -> rs1_data=0xd886fa81 rs2_data=0xc505555f
[PASS] seq=crv_seq_7                              cyc=58 op=RK_BYPASS_RS2    rs1=29 rs2=20 wb_write=1 wb_rd=20 wb_data=0x1eafa310 -> rs1_data=0xde26bffd rs2_data=0x1eafa310
[PASS] seq=crv_seq_7                              cyc=59 op=RK_NO_WRITE_READ rs1=18 rs2=18 wb_write=0 wb_rd=18 wb_data=0x5045c2ad -> rs1_data=0x5a855e5d rs2_data=0x5a855e5d
[PASS] seq=crv_seq_7                              cyc=60 op=RK_NO_WRITE_READ rs1=25 rs2=13 wb_write=0 wb_rd=21 wb_data=0x7ddd1829 -> rs1_data=0x7419cd89 rs2_data=0x48475b9f
[PASS] seq=crv_seq_7                              cyc=61 op=RK_RANDOM        rs1=10 rs2=3 wb_write=1 wb_rd=14 wb_data=0x65a5b246 -> rs1_data=0xbb6c8180 rs2_data=0x30818636
[PASS] seq=crv_seq_7                              cyc=62 op=RK_NO_WRITE_READ rs1=9 rs2=8 wb_write=0 wb_rd=15 wb_data=0x0ff310bb -> rs1_data=0x7ca01f6f rs2_data=0xc505555f
[PASS] seq=crv_seq_7                              cyc=63 op=RK_PLAIN_WRITE   rs1=7 rs2=18 wb_write=1 wb_rd=16 wb_data=0x8210250e -> rs1_data=0x7590e1d5 rs2_data=0x5a855e5d
[PASS] seq=crv_seq_7                              cyc=64 op=RK_BYPASS_BOTH   rs1=11 rs2=11 wb_write=1 wb_rd=11 wb_data=0xf1440e22 -> rs1_data=0xf1440e22 rs2_data=0xf1440e22
[PASS] seq=crv_seq_7                              cyc=65 op=RK_BYPASS_RS2    rs1=2 rs2=13 wb_write=1 wb_rd=13 wb_data=0xdfa88d3f -> rs1_data=0x567a6a79 rs2_data=0xdfa88d3f
[PASS] seq=crv_seq_7                              cyc=66 op=RK_RANDOM        rs1=11 rs2=8 wb_write=1 wb_rd=14 wb_data=0x0f4f1420 -> rs1_data=0xf1440e22 rs2_data=0xc505555f
[PASS] seq=crv_seq_7                              cyc=67 op=RK_BYPASS_RS1    rs1=14 rs2=19 wb_write=1 wb_rd=14 wb_data=0xc4a53961 -> rs1_data=0xc4a53961 rs2_data=0xaf87f0d2
[PASS] seq=crv_seq_7                              cyc=68 op=RK_PLAIN_WRITE   rs1=11 rs2=7 wb_write=1 wb_rd=8 wb_data=0xc46c98a2 -> rs1_data=0xf1440e22 rs2_data=0x7590e1d5
[PASS] seq=crv_seq_7                              cyc=69 op=RK_BYPASS_RS2    rs1=8 rs2=12 wb_write=1 wb_rd=12 wb_data=0xd582ea60 -> rs1_data=0xc46c98a2 rs2_data=0xd582ea60
[PASS] seq=crv_seq_7                              cyc=70 op=RK_BYPASS_RS1    rs1=2 rs2=0 wb_write=1 wb_rd=2 wb_data=0x43d662e1 -> rs1_data=0x43d662e1 rs2_data=0x00000000
[PASS] seq=crv_seq_7                              cyc=71 op=RK_RANDOM        rs1=29 rs2=7 wb_write=0 wb_rd=29 wb_data=0x3cd3edd3 -> rs1_data=0xde26bffd rs2_data=0x7590e1d5
[PASS] seq=crv_seq_7                              cyc=72 op=RK_BYPASS_RS1    rs1=24 rs2=22 wb_write=1 wb_rd=24 wb_data=0x1ec534a1 -> rs1_data=0x1ec534a1 rs2_data=0x0027ecc6
[PASS] seq=crv_seq_7                              cyc=73 op=RK_RANDOM        rs1=1 rs2=25 wb_write=1 wb_rd=22 wb_data=0x37680c12 -> rs1_data=0xff2f4ed3 rs2_data=0x7419cd89
[PASS] seq=crv_seq_7                              cyc=74 op=RK_BYPASS_RS2    rs1=13 rs2=24 wb_write=1 wb_rd=24 wb_data=0xc93875fd -> rs1_data=0xdfa88d3f rs2_data=0xc93875fd
[PASS] seq=crv_seq_7                              cyc=75 op=RK_BYPASS_BOTH   rs1=24 rs2=24 wb_write=1 wb_rd=24 wb_data=0x2c06ffd9 -> rs1_data=0x2c06ffd9 rs2_data=0x2c06ffd9
[PASS] seq=crv_seq_7                              cyc=76 op=RK_BYPASS_RS1    rs1=18 rs2=22 wb_write=1 wb_rd=18 wb_data=0xc9d29665 -> rs1_data=0xc9d29665 rs2_data=0x37680c12
[PASS] seq=crv_seq_7                              cyc=77 op=RK_BYPASS_BOTH   rs1=13 rs2=13 wb_write=1 wb_rd=13 wb_data=0xffe0f885 -> rs1_data=0xffe0f885 rs2_data=0xffe0f885
[PASS] seq=crv_seq_7                              cyc=78 op=RK_BYPASS_BOTH   rs1=23 rs2=23 wb_write=1 wb_rd=23 wb_data=0x0978b4d0 -> rs1_data=0x0978b4d0 rs2_data=0x0978b4d0
[PASS] seq=crv_seq_7                              cyc=79 op=RK_BYPASS_BOTH   rs1=24 rs2=24 wb_write=1 wb_rd=24 wb_data=0xe709d187 -> rs1_data=0xe709d187 rs2_data=0xe709d187
[PASS] seq=crv_seq_7                              cyc=80 op=RK_BYPASS_RS2    rs1=17 rs2=28 wb_write=1 wb_rd=28 wb_data=0x3be24a45 -> rs1_data=0x28d2e923 rs2_data=0x3be24a45
[PASS] seq=crv_seq_7                              cyc=81 op=RK_BYPASS_RS2    rs1=17 rs2=20 wb_write=1 wb_rd=20 wb_data=0x4d9f427f -> rs1_data=0x28d2e923 rs2_data=0x4d9f427f
[PASS] seq=crv_seq_7                              cyc=82 op=RK_PLAIN_WRITE   rs1=11 rs2=18 wb_write=1 wb_rd=14 wb_data=0xa474ea6d -> rs1_data=0xf1440e22 rs2_data=0xc9d29665
[PASS] seq=crv_seq_7                              cyc=83 op=RK_BYPASS_BOTH   rs1=11 rs2=11 wb_write=1 wb_rd=11 wb_data=0x5abb5912 -> rs1_data=0x5abb5912 rs2_data=0x5abb5912
[PASS] seq=crv_seq_7                              cyc=84 op=RK_PLAIN_WRITE   rs1=6 rs2=29 wb_write=1 wb_rd=13 wb_data=0x54d83161 -> rs1_data=0x16455c72 rs2_data=0xde26bffd
[PASS] seq=crv_seq_7                              cyc=85 op=RK_X0_ACCESS     rs1=18 rs2=23 wb_write=1 wb_rd=0 wb_data=0x14139d0d -> rs1_data=0xc9d29665 rs2_data=0x0978b4d0
[PASS] seq=crv_seq_7                              cyc=86 op=RK_BYPASS_RS1    rs1=25 rs2=29 wb_write=1 wb_rd=25 wb_data=0xe508651c -> rs1_data=0xe508651c rs2_data=0xde26bffd
[PASS] seq=crv_seq_7                              cyc=87 op=RK_BYPASS_RS2    rs1=18 rs2=8 wb_write=1 wb_rd=8 wb_data=0x106e0506 -> rs1_data=0xc9d29665 rs2_data=0x106e0506
[PASS] seq=crv_seq_7                              cyc=88 op=RK_BYPASS_RS2    rs1=12 rs2=21 wb_write=1 wb_rd=21 wb_data=0x3a91026b -> rs1_data=0xd582ea60 rs2_data=0x3a91026b
[PASS] seq=crv_seq_7                              cyc=89 op=RK_PLAIN_WRITE   rs1=27 rs2=30 wb_write=1 wb_rd=20 wb_data=0x778ec00e -> rs1_data=0x7f1e56bb rs2_data=0x8085b60d
[PASS] seq=crv_seq_7                              cyc=90 op=RK_BYPASS_RS1    rs1=12 rs2=10 wb_write=1 wb_rd=12 wb_data=0x762ecfda -> rs1_data=0x762ecfda rs2_data=0xbb6c8180
[PASS] seq=crv_seq_7                              cyc=91 op=RK_PLAIN_WRITE   rs1=13 rs2=8 wb_write=1 wb_rd=24 wb_data=0xaec672b0 -> rs1_data=0x54d83161 rs2_data=0x106e0506
[PASS] seq=crv_seq_7                              cyc=92 op=RK_RANDOM        rs1=21 rs2=27 wb_write=0 wb_rd=26 wb_data=0x991b9996 -> rs1_data=0x3a91026b rs2_data=0x7f1e56bb
[PASS] seq=crv_seq_7                              cyc=93 op=RK_PLAIN_WRITE   rs1=22 rs2=8 wb_write=1 wb_rd=13 wb_data=0x0c1656e2 -> rs1_data=0x37680c12 rs2_data=0x106e0506
[PASS] seq=crv_seq_7                              cyc=94 op=RK_PLAIN_WRITE   rs1=29 rs2=4 wb_write=1 wb_rd=12 wb_data=0x375fe4c5 -> rs1_data=0xde26bffd rs2_data=0x1ef37349
[PASS] seq=crv_seq_7                              cyc=95 op=RK_RANDOM        rs1=4 rs2=3 wb_write=1 wb_rd=18 wb_data=0x81bf6da6 -> rs1_data=0x1ef37349 rs2_data=0x30818636
[PASS] seq=crv_seq_7                              cyc=96 op=RK_BYPASS_BOTH   rs1=1 rs2=1 wb_write=1 wb_rd=1 wb_data=0xbd84ea4f -> rs1_data=0xbd84ea4f rs2_data=0xbd84ea4f
[PASS] seq=crv_seq_7                              cyc=97 op=RK_BYPASS_RS1    rs1=22 rs2=19 wb_write=1 wb_rd=22 wb_data=0x22633554 -> rs1_data=0x22633554 rs2_data=0xaf87f0d2
[PASS] seq=crv_seq_7                              cyc=98 op=RK_PLAIN_WRITE   rs1=24 rs2=23 wb_write=1 wb_rd=18 wb_data=0x4d65a688 -> rs1_data=0xaec672b0 rs2_data=0x0978b4d0
[PASS] seq=crv_seq_7                              cyc=99 op=RK_NO_WRITE_READ rs1=28 rs2=19 wb_write=0 wb_rd=29 wb_data=0xd693c43c -> rs1_data=0x3be24a45 rs2_data=0xaf87f0d2
[PASS] seq=crv_seq_7                              cyc=100 op=RK_BYPASS_RS2    rs1=30 rs2=21 wb_write=1 wb_rd=21 wb_data=0x467bfcfb -> rs1_data=0x8085b60d rs2_data=0x467bfcfb
[PASS] seq=crv_seq_7                              cyc=101 op=RK_BYPASS_RS2    rs1=20 rs2=11 wb_write=1 wb_rd=11 wb_data=0xe54530d4 -> rs1_data=0x778ec00e rs2_data=0xe54530d4
[PASS] seq=crv_seq_7                              cyc=102 op=RK_NO_WRITE_READ rs1=6 rs2=2 wb_write=0 wb_rd=18 wb_data=0x1aaa2cb8 -> rs1_data=0x16455c72 rs2_data=0x43d662e1
[PASS] seq=crv_seq_7                              cyc=103 op=RK_BYPASS_RS1    rs1=8 rs2=3 wb_write=1 wb_rd=8 wb_data=0x44790adb -> rs1_data=0x44790adb rs2_data=0x30818636
[PASS] seq=crv_seq_7                              cyc=104 op=RK_X0_ACCESS     rs1=18 rs2=5 wb_write=1 wb_rd=0 wb_data=0x7a42318a -> rs1_data=0x4d65a688 rs2_data=0xe8bbb506
[PASS] seq=crv_seq_7                              cyc=105 op=RK_BYPASS_RS2    rs1=18 rs2=25 wb_write=1 wb_rd=25 wb_data=0x8a26af0a -> rs1_data=0x4d65a688 rs2_data=0x8a26af0a
[PASS] seq=crv_seq_7                              cyc=106 op=RK_X0_ACCESS     rs1=15 rs2=11 wb_write=1 wb_rd=0 wb_data=0x9ef94df2 -> rs1_data=0x4319bd21 rs2_data=0xe54530d4
[PASS] seq=crv_seq_7                              cyc=107 op=RK_PLAIN_WRITE   rs1=2 rs2=3 wb_write=1 wb_rd=22 wb_data=0xd607f94c -> rs1_data=0x43d662e1 rs2_data=0x30818636
[PASS] seq=crv_seq_7                              cyc=108 op=RK_X0_ACCESS     rs1=8 rs2=28 wb_write=1 wb_rd=0 wb_data=0xbc53facf -> rs1_data=0x44790adb rs2_data=0x3be24a45
[PASS] seq=crv_seq_7                              cyc=109 op=RK_RANDOM        rs1=23 rs2=9 wb_write=0 wb_rd=22 wb_data=0xc87f347d -> rs1_data=0x0978b4d0 rs2_data=0x7ca01f6f
[PASS] seq=crv_seq_7                              cyc=110 op=RK_BYPASS_BOTH   rs1=22 rs2=22 wb_write=1 wb_rd=22 wb_data=0xfe5190dc -> rs1_data=0xfe5190dc rs2_data=0xfe5190dc
[PASS] seq=crv_seq_7                              cyc=111 op=RK_BYPASS_BOTH   rs1=9 rs2=9 wb_write=1 wb_rd=9 wb_data=0x33b90ffe -> rs1_data=0x33b90ffe rs2_data=0x33b90ffe
[PASS] seq=crv_seq_7                              cyc=112 op=RK_RANDOM        rs1=0 rs2=15 wb_write=1 wb_rd=19 wb_data=0xf1b6a8ef -> rs1_data=0x00000000 rs2_data=0x4319bd21
[PASS] seq=crv_seq_7                              cyc=113 op=RK_BYPASS_RS2    rs1=14 rs2=7 wb_write=1 wb_rd=7 wb_data=0x8629f731 -> rs1_data=0xa474ea6d rs2_data=0x8629f731
[PASS] seq=crv_seq_7                              cyc=114 op=RK_RANDOM        rs1=27 rs2=10 wb_write=0 wb_rd=9 wb_data=0xc090d292 -> rs1_data=0x7f1e56bb rs2_data=0xbb6c8180
[PASS] seq=crv_seq_7                              cyc=115 op=RK_NO_WRITE_READ rs1=15 rs2=7 wb_write=0 wb_rd=1 wb_data=0x7abbca90 -> rs1_data=0x4319bd21 rs2_data=0x8629f731
[PASS] seq=crv_seq_7                              cyc=116 op=RK_RANDOM        rs1=1 rs2=21 wb_write=1 wb_rd=29 wb_data=0x5692dffd -> rs1_data=0xbd84ea4f rs2_data=0x467bfcfb
[PASS] seq=crv_seq_7                              cyc=117 op=RK_BYPASS_RS1    rs1=8 rs2=1 wb_write=1 wb_rd=8 wb_data=0xb75e07fb -> rs1_data=0xb75e07fb rs2_data=0xbd84ea4f
[PASS] seq=crv_seq_7                              cyc=118 op=RK_BYPASS_RS1    rs1=18 rs2=17 wb_write=1 wb_rd=18 wb_data=0xb992e7f3 -> rs1_data=0xb992e7f3 rs2_data=0x28d2e923
[PASS] seq=crv_seq_7                              cyc=119 op=RK_X0_ACCESS     rs1=4 rs2=13 wb_write=1 wb_rd=0 wb_data=0x65899228 -> rs1_data=0x1ef37349 rs2_data=0x0c1656e2
[PASS] seq=crv_seq_7                              cyc=120 op=RK_PLAIN_WRITE   rs1=15 rs2=18 wb_write=1 wb_rd=7 wb_data=0x1917e666 -> rs1_data=0x4319bd21 rs2_data=0xb992e7f3
[PASS] seq=crv_seq_7                              cyc=121 op=RK_BYPASS_RS2    rs1=2 rs2=30 wb_write=1 wb_rd=30 wb_data=0x7b6313ce -> rs1_data=0x43d662e1 rs2_data=0x7b6313ce
[PASS] seq=crv_seq_7                              cyc=122 op=RK_BYPASS_RS2    rs1=22 rs2=29 wb_write=1 wb_rd=29 wb_data=0xbd2f6681 -> rs1_data=0xfe5190dc rs2_data=0xbd2f6681
[PASS] seq=crv_seq_7                              cyc=123 op=RK_X0_ACCESS     rs1=17 rs2=19 wb_write=1 wb_rd=0 wb_data=0xde503624 -> rs1_data=0x28d2e923 rs2_data=0xf1b6a8ef
[PASS] seq=crv_seq_7                              cyc=124 op=RK_RANDOM        rs1=13 rs2=12 wb_write=1 wb_rd=0 wb_data=0xcaab0d08 -> rs1_data=0x0c1656e2 rs2_data=0x375fe4c5
[PASS] seq=crv_seq_7                              cyc=125 op=RK_BYPASS_RS2    rs1=29 rs2=5 wb_write=1 wb_rd=5 wb_data=0xaff079ba -> rs1_data=0xbd2f6681 rs2_data=0xaff079ba
[PASS] seq=crv_seq_7                              cyc=126 op=RK_X0_ACCESS     rs1=10 rs2=7 wb_write=1 wb_rd=0 wb_data=0x9a3a8b92 -> rs1_data=0xbb6c8180 rs2_data=0x1917e666
[PASS] seq=crv_seq_7                              cyc=127 op=RK_BYPASS_RS2    rs1=1 rs2=30 wb_write=1 wb_rd=30 wb_data=0x491f8daa -> rs1_data=0xbd84ea4f rs2_data=0x491f8daa
[PASS] seq=crv_seq_7                              cyc=128 op=RK_BYPASS_RS1    rs1=25 rs2=26 wb_write=1 wb_rd=25 wb_data=0x393c611f -> rs1_data=0x393c611f rs2_data=0x09529125
[PASS] seq=crv_seq_7                              cyc=129 op=RK_BYPASS_BOTH   rs1=29 rs2=29 wb_write=1 wb_rd=29 wb_data=0xcd59dd65 -> rs1_data=0xcd59dd65 rs2_data=0xcd59dd65
[PASS] seq=crv_seq_7                              cyc=130 op=RK_NO_WRITE_READ rs1=7 rs2=20 wb_write=0 wb_rd=23 wb_data=0xb24acff2 -> rs1_data=0x1917e666 rs2_data=0x778ec00e
[PASS] seq=crv_seq_7                              cyc=131 op=RK_RANDOM        rs1=30 rs2=18 wb_write=0 wb_rd=23 wb_data=0x68497101 -> rs1_data=0x491f8daa rs2_data=0xb992e7f3
[PASS] seq=crv_seq_7                              cyc=132 op=RK_BYPASS_RS2    rs1=20 rs2=1 wb_write=1 wb_rd=1 wb_data=0x0395afb3 -> rs1_data=0x778ec00e rs2_data=0x0395afb3
[PASS] seq=crv_seq_7                              cyc=133 op=RK_X0_ACCESS     rs1=18 rs2=26 wb_write=1 wb_rd=0 wb_data=0xfc230004 -> rs1_data=0xb992e7f3 rs2_data=0x09529125
[PASS] seq=crv_seq_7                              cyc=134 op=RK_RANDOM        rs1=24 rs2=8 wb_write=1 wb_rd=28 wb_data=0xddcd8951 -> rs1_data=0xaec672b0 rs2_data=0xb75e07fb
[PASS] seq=crv_seq_7                              cyc=135 op=RK_BYPASS_RS1    rs1=5 rs2=15 wb_write=1 wb_rd=5 wb_data=0xbd7b3a90 -> rs1_data=0xbd7b3a90 rs2_data=0x4319bd21
[PASS] seq=crv_seq_7                              cyc=136 op=RK_RANDOM        rs1=2 rs2=31 wb_write=0 wb_rd=29 wb_data=0x212fc528 -> rs1_data=0x43d662e1 rs2_data=0xcdcf5352
[PASS] seq=crv_seq_7                              cyc=137 op=RK_PLAIN_WRITE   rs1=3 rs2=2 wb_write=1 wb_rd=24 wb_data=0x020473cc -> rs1_data=0x30818636 rs2_data=0x43d662e1
[PASS] seq=crv_seq_7                              cyc=138 op=RK_BYPASS_RS1    rs1=13 rs2=29 wb_write=1 wb_rd=13 wb_data=0x20474bf1 -> rs1_data=0x20474bf1 rs2_data=0xcd59dd65
[PASS] seq=crv_seq_7                              cyc=139 op=RK_BYPASS_RS1    rs1=15 rs2=13 wb_write=1 wb_rd=15 wb_data=0xb89fb98e -> rs1_data=0xb89fb98e rs2_data=0x20474bf1
[PASS] seq=crv_seq_7                              cyc=140 op=RK_BYPASS_RS1    rs1=2 rs2=6 wb_write=1 wb_rd=2 wb_data=0xec047465 -> rs1_data=0xec047465 rs2_data=0x16455c72
